,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,description_missing,location_unknown,language_missing,description_length,description_word_count,description_mention_count,description_hashtag_count,description_digit_count,description_exclamation_count,screen_name_length,screen_name_digit_count,screen_name_underscore_count,true_label,screen_name,twitter_id
24475,1,0,17,13,5,0,257,0,0.232,1109,1,0,1,0,0,0,0,0,0,13,0,0,bot,IamKatPetrova,893832219873206273
27243,1,0,27,10,18,0,761,0,0.969,785,0,0,0,51,9,0,0,0,0,15,2,0,human,1dalwaysinmyhe1,1011238575399165959
20913,1,0,306,79,1159,0,562,0,0.345,1629,0,0,0,118,18,0,0,0,0,11,2,0,human,seantrego77,705468581517996032
36977,0,0,15294,13157624,1003,1,20112,1,4.94,4071,0,0,0,5,1,0,0,0,0,12,0,0,human,sonamakapoor,51376979
24708,1,0,111,1,0,0,26,0,0.008,3415,0,1,0,38,5,0,0,2,0,10,3,0,bot,csutika007,281977803
27774,1,0,2427,12,0,1,3417,0,1.072,3187,0,0,0,7,1,0,0,0,0,15,0,0,bot,HanoiSennenYosa,423294886
9474,0,0,25205,403,0,1,5606,0,1.681,3335,0,0,0,53,5,0,0,0,0,14,0,0,bot,fuckdizshitttt,328271085
29669,0,0,3798,1398,1027,1,25602,0,6.766,3784,0,0,0,125,19,2,0,1,0,11,0,0,human,alanhoglund,131279295
3252,0,0,1523,232907,581,0,18071,1,5.051,3578,0,1,0,70,6,0,0,1,0,12,1,0,human,Malenacosta7,210786658
20481,1,0,125,0,0,0,281,0,0.195,1444,0,1,0,136,12,0,0,6,0,12,0,0,human,BernardRadar,772700647703646208
21001,1,0,0,582243,11,0,61,1,0.023,2664,0,1,0,15,1,0,0,0,0,15,0,0,human,taketakeyakiimo,1401569150
13144,0,0,22,1542253,60,0,7590,1,2.169,3499,0,1,0,104,17,0,0,33,0,13,0,1,human,Nyusha_Nyusha,240478776
33747,1,0,51536,271,450,0,4661,0,1.583,2945,0,1,0,30,5,0,0,0,0,7,2,0,bot,rand99j,717985927
9575,0,0,3,58,0,0,225,0,0.071,3185,1,0,1,0,0,0,0,0,0,13,0,0,human,MoniqueJowers,424216511
31926,0,0,576,815909,184,1,1996,1,0.502,3976,0,1,0,16,3,0,0,0,0,15,0,0,human,AndreaDovizioso,78342014
34761,0,0,119,576,671,0,2261,0,0.544,4159,0,0,0,107,14,0,0,4,0,8,4,0,human,NeNe1695,27768095
22060,1,0,2361,19,134,0,3325,0,0.917,3624,0,0,0,35,6,0,0,0,0,7,2,0,bot,SotoA25,191519846
20184,1,0,2191,1,35,0,2192,0,0.762,2875,0,0,0,74,13,0,0,0,0,15,4,0,bot,victoriano56v99,862595144
33677,0,0,2076,257,0,1,8457,0,2.524,3351,0,0,0,15,4,0,0,0,0,8,2,0,bot,kk16rose,318740161
4249,0,0,2658,2435,21,1,10510,0,2.764,3803,0,1,0,35,4,1,0,0,0,11,0,0,bot,ArmataScanu,125072714
5241,1,0,790,1453937,913,1,70198,1,20.154,3483,0,0,0,58,8,0,0,0,0,9,0,0,human,dflatorre,247239087
32862,0,0,2957,254,0,1,17176,0,4.381,3921,0,0,0,51,8,0,0,4,0,11,0,0,human,JoeyRossini,92242236
29687,0,0,17580,454132,123972,0,63497,1,13.41,4735,0,0,0,157,25,0,0,1,1,14,0,0,human,MarketingProfs,8596022
19990,0,0,1341,6144,2147,1,7560,1,2.163,3495,0,0,0,82,12,4,0,0,0,10,0,0,human,jamiemself,242098934
35308,0,0,2365,533,1291,1,7627,0,2.273,3355,0,1,0,159,30,0,0,8,0,13,2,0,bot,BallinBitch95,316130501
34946,0,0,2659,14126,391,0,4641,0,1.082,4288,0,0,0,145,16,0,3,6,0,11,0,0,human,massagenerd,17545870
28064,0,0,1368,135,308,1,31589,0,15.216,2076,0,1,0,8,2,0,1,0,0,10,2,0,bot,Rainboww40,2927558504
9412,1,0,128,1,0,0,49,0,0.017,2851,0,1,0,52,8,0,0,2,0,9,0,0,bot,youmiyamo,911016721
16,1,0,139,0,0,0,272,0,0.188,1445,0,1,0,11,1,0,0,0,0,13,0,0,human,NagahamaMazie,772106131875500032
7263,0,0,5485,10274,2535,1,8002,1,2.527,3167,0,0,0,150,14,3,0,11,0,11,0,0,human,ZackKopplin,439928778
21340,0,0,12899,338,234,1,11104,0,3.254,3412,0,0,0,11,2,0,0,0,0,7,0,1,human,indi_wd,283003015
17594,1,0,1694,317798,708,1,10871,0,2.799,3884,0,0,0,67,11,0,0,3,0,12,0,0,human,PutraNababan,100524721
27326,1,0,21,49,215,0,5502,0,2.08,2645,0,0,0,135,23,0,0,4,3,14,0,0,human,iiixijoshixiii,1449847652
2882,0,0,26675,1044,569,0,36567,0,9.108,4015,0,0,0,157,23,0,2,0,0,14,0,0,human,laurenkortbein,67653282
20636,0,0,7509,1658512,1606,1,20794,1,5.029,4135,0,0,0,135,19,0,2,0,0,11,0,0,human,elizadushku,34747631
23144,0,0,3103,3085,672,1,30893,1,7.568,4082,0,0,0,92,17,1,0,0,0,6,0,0,human,WarmTV,47348140
11789,1,0,72,1,0,0,380,0,0.329,1155,0,1,0,81,16,0,0,0,0,14,4,0,bot,hlvhfawtgl2000,877440733992501249
5882,0,0,96737,14006,1592,1,69960,1,16.862,4149,0,0,0,154,26,0,0,12,0,9,0,0,human,OmarjSakr,30188594
6867,0,0,15282,23366,283,0,3177,0,0.972,3267,0,0,0,73,14,1,0,0,0,9,0,1,human,the_evany,370457899
27452,1,0,5512,478,1306,0,1536,0,0.479,3207,0,0,0,149,22,0,2,1,0,9,0,0,human,jazzimari,407301802
676,0,0,218,115,0,1,1758,0,0.422,4167,0,1,0,115,16,0,0,0,0,9,0,0,human,MsSweeetT,25956690
802,0,0,2711,2035,1768,1,9295,0,2.224,4179,0,0,0,57,6,1,0,6,0,8,0,0,human,JohnrayJ,23598426
30896,0,0,26840,5106,1020,0,8359,0,4.885,1711,0,0,0,141,19,1,3,12,0,14,0,0,human,MsStarlightXXX,4541336233
23718,0,0,4644,330,504,1,2391,0,0.535,4473,0,0,0,148,22,0,0,0,0,11,0,0,human,snarkysarah,14846230
4766,0,0,4526,1067631,350,1,5835,1,1.511,3861,0,0,0,14,3,0,0,0,0,11,0,0,human,joshduhamel,107512859
726,0,0,6111,674,176,1,56580,0,17.161,3297,0,0,0,31,6,0,0,0,0,7,0,0,human,stigguh,352064277
21589,0,0,7776,480,491,1,3530,0,1.447,2439,1,0,1,0,0,0,0,0,0,9,1,0,human,spookyc4m,2245676737
26038,1,0,9184,2443,559,1,4624,0,1.421,3254,0,0,0,19,5,0,0,0,0,14,0,1,human,awesome_brettq,377669856
21986,0,0,848,19,175,0,1263,0,0.409,3091,0,0,0,135,16,0,0,0,0,10,0,0,bot,LizzieRoBo,512645764
30062,1,0,727,258,437,1,7379,0,2.922,2525,1,1,1,0,0,0,0,0,0,15,3,0,bot,angelstrange200,1886073978
8069,1,0,4034,63,0,0,4469,0,1.417,3154,0,1,0,11,2,0,0,0,0,9,0,1,bot,Just_Itza,451206633
2016,1,0,309,34,166,1,885,0,0.232,3808,1,1,1,0,0,0,0,0,0,8,0,0,human,cdrsully,123745923
21309,0,0,27950,570427,1821,0,106125,0,29.911,3548,0,0,0,16,2,0,0,0,0,14,0,0,human,MissyXMartinez,221923240
13838,0,0,5,587,538,1,12546,0,3.004,4176,0,0,0,19,2,0,0,0,4,10,0,0,human,djsupadice,24215001
7663,0,0,16667,1775330,411,0,7329,1,3.145,2330,0,0,0,29,2,0,0,0,0,10,0,1,human,Julien_Bam,2425410558
6776,0,0,25182,184153,304,1,24276,0,8.808,2756,0,0,0,77,8,0,0,1,0,8,0,0,human,belamova,1139325710
12267,1,0,2108,14,87,0,3089,0,1.199,2576,0,0,0,70,11,0,0,0,0,12,0,0,bot,twitifyminds,1634292000
15431,1,0,12,4281,180,1,3327,0,0.942,3530,0,0,0,19,3,0,0,0,3,14,0,0,human,rodrigocostabr,228436197
5705,0,0,0,25,1,0,5096,0,3.742,1362,0,0,0,89,14,1,0,0,0,13,0,0,bot,SecretHistBot,802292461754138624
5203,1,1,23,9,0,0,13,0,0.006,2133,1,1,1,0,0,0,0,0,0,11,1,0,bot,shishivani1,2858192988
16204,0,0,580,1055737,95,1,1045,1,0.526,1987,0,0,0,70,10,2,0,0,0,14,0,0,human,IlkayGuendogan,3088432587
1818,1,0,256,8,0,0,1153,0,0.416,2773,0,1,0,68,9,0,0,1,0,11,0,0,bot,aesiamabeth,1089220854
23123,1,0,2104,24,0,0,3389,0,1.335,2539,1,0,1,0,0,0,0,0,0,10,0,0,bot,LoricSeven,1731623174
21011,1,0,74,0,0,0,172,0,0.119,1445,0,1,0,44,9,0,0,0,0,13,0,0,human,PirateColette,772185578498654208
29604,0,0,1524,13,0,0,1647,0,0.745,2211,0,0,0,156,21,0,0,0,0,10,0,0,bot,LenexarkMa,2693212122
32057,0,0,11108,277,736,1,27838,0,6.2,4490,0,0,0,152,25,0,1,1,0,13,0,0,human,LifebyChellie,14642031
9513,0,0,7266,138,427,1,11221,0,5.241,2141,0,0,0,97,14,2,0,0,0,9,0,0,human,drbeckler,2818639319
21879,1,0,11804,883,510,1,19005,0,8.726,2178,0,0,0,14,2,0,0,0,0,15,0,1,human,Biancagisselle_,2784384864
19255,1,0,1,1,13,0,4,0,0.006,658,0,0,0,47,9,0,0,0,0,13,0,1,human,MariahB_Smith,1057334136535375877
31151,0,0,42293,110,777,0,4070,0,0.972,4187,0,0,0,37,6,0,0,0,0,6,0,1,human,Ange_O,22499954
766,0,0,19864,340,527,1,3592,0,1.083,3317,0,0,0,118,20,0,0,0,0,11,0,0,human,marianasunc,339219535
17998,0,0,1930,7,7,0,2754,0,0.82,3359,0,1,0,91,18,0,0,0,0,14,0,0,bot,LibsAreUsedFor,313388452
25543,0,0,883,156,1032,0,358,0,0.123,2917,0,1,0,11,2,0,0,0,0,11,0,1,bot,kaio_karaka,776649301
27923,0,0,8126,142757,3453,1,32844,1,8.971,3661,0,1,0,153,20,1,1,0,0,11,0,0,human,kellyhoppen,177142707
21122,0,0,10044,6053,995,1,18184,1,4.11,4424,0,0,0,158,18,4,0,0,0,8,0,0,human,samgeall,15352439
15600,0,0,10344,8777,1190,1,2626,1,0.772,3400,0,0,0,67,10,3,0,0,0,12,0,0,human,SamerMuscati,289516877
20978,1,0,555,4,0,1,742,0,0.218,3399,1,0,1,0,0,0,0,0,0,15,0,0,bot,MichaelAllemann,290078360
36676,1,0,6433,535,533,1,7852,0,3.088,2543,0,0,0,66,9,0,1,0,1,10,0,0,human,SofiaHersi,1720445424
8795,0,0,68975,4727,3764,1,25952,0,5.984,4337,0,0,0,156,18,6,1,14,0,15,0,0,human,DavidBaumannORL,16577004
28815,0,0,6985,637,300,0,8856,0,2.588,3422,0,1,0,114,22,0,0,0,0,13,0,0,human,denoforensics,278074257
33927,0,0,2409,35,0,1,3225,0,0.898,3592,1,0,1,0,0,0,0,0,0,8,0,2,bot,Abdoo_k_,204709207
28675,1,0,7648,207,653,0,2217,0,1.252,1771,0,0,0,131,16,0,0,0,0,10,0,0,human,daninoleaf,3947302876
31557,0,0,35047,245,299,1,9936,0,4.016,2474,0,0,0,50,11,1,1,0,0,13,0,2,human,_jc_dominguez,2185715192
260,1,0,253,18,233,0,54,0,0.019,2824,0,1,0,57,7,0,0,5,0,6,0,1,bot,m_pawe,969672378
34072,1,0,5106,32,722,0,435,0,0.362,1201,0,1,0,40,9,0,0,0,0,6,0,0,human,jpbusn,860607124912648193
34237,0,0,2530,3810,395,1,3266,0,2.985,1094,0,0,0,47,8,0,0,0,0,9,0,0,human,RayDenaro,899452340889112576
5638,1,0,1328,15,39,0,1327,0,0.907,1463,0,1,0,11,2,0,0,0,0,15,1,0,bot,konkordiigorba4,765854993324863488
25814,0,0,1483,90,36,0,3151,0,0.656,4807,1,0,1,0,0,0,0,0,0,7,0,0,human,glooomy,6996522
22803,0,0,581,1412,2271,1,678417,0,198.02,3426,0,0,0,138,23,0,0,0,0,14,0,2,bot,I_AM_CALLYWOOD,276197452
22581,1,0,0,173,920,0,203,0,0.077,2642,0,0,0,30,4,0,0,0,0,11,2,0,bot,AliDesign01,1457416741
14515,1,0,990,4,6,0,1442,0,0.566,2549,1,1,1,0,0,0,0,0,0,5,0,0,bot,Huboe,1701941370
7733,0,0,392,53,106,1,604,0,0.154,3912,1,1,1,0,0,0,0,0,0,15,0,0,human,cjsaleseverythi,94164341
11638,1,0,4652,719,1037,0,2404,0,1.406,1710,0,1,0,51,7,1,2,0,0,13,1,0,bot,KingAssassin5,4474617681
8393,1,0,12572,165,242,0,3999,0,1.889,2117,0,1,1,7,1,0,0,0,0,7,0,0,human,cuuzzii,2855331615
21335,0,1,2459,460,661,0,11511,0,3.897,2954,0,0,0,28,6,0,0,0,0,7,1,0,bot,biafff3,701909083
21999,0,0,190,796392,104,0,2385,1,0.558,4271,0,1,1,47,2,0,0,1,0,13,0,0,human,tysonchandler,17980124
18266,1,0,1333,44,413,0,1785,0,0.564,3167,0,0,0,19,4,0,0,2,0,15,0,1,bot,kemal_akgulhotm,439219339
34178,0,0,55,116,0,0,361,0,0.122,2971,0,0,0,11,1,0,0,2,0,15,2,1,bot,Directionner_40,622830725
4141,0,0,1692,114392,8773,1,33185,1,8.763,3787,0,0,0,25,5,1,0,0,0,15,0,0,human,CreatorsProject,130314799
5576,0,0,3,4201,2,0,34619,0,13.886,2493,0,1,0,32,4,0,0,0,1,12,0,0,bot,artassignbot,2148047569
32869,1,0,738,1,0,0,1154,0,0.429,2687,1,1,1,0,0,0,0,0,0,8,1,0,bot,wrlboss1,1343979858
36553,1,0,370,1176997,11,1,3909,1,1.627,2402,0,0,0,22,4,0,0,0,0,9,0,0,human,peckpalit,2302666267
28765,0,0,26896,1875,765,1,6730,0,2.112,3186,0,0,0,61,10,0,0,1,0,10,0,0,human,mikekaniaa,423563820
11303,1,1,62,6,0,0,68,0,0.017,4025,1,0,1,0,0,0,0,0,0,13,1,0,bot,thaismessias3,64829231
34978,0,0,261,2629,574,1,43619,0,11.461,3806,0,0,0,119,17,0,0,0,0,14,0,1,bot,alexgarcia_jpg,124238717
31705,1,0,1597,10,13,0,2257,0,0.973,2319,1,1,1,0,0,0,0,0,0,9,0,0,bot,ramenblix,2442879457
6865,1,0,1012,16504,465,0,8326,1,2.657,3134,0,0,0,155,18,1,0,4,0,9,0,0,human,bylenasun,468499741
16816,1,0,668,59,175,0,348,0,0.475,732,0,0,0,67,13,0,0,0,0,13,0,0,human,meMarianaCruz,1030509601576366080
16455,1,0,72,0,0,0,162,0,0.112,1444,0,1,0,35,6,0,0,0,0,15,0,0,human,MargaretaBreish,772392353130766336
1251,1,0,1094,76,223,0,1384,0,0.461,3001,0,1,0,60,10,0,0,0,0,10,0,0,human,mrjturkish,596123913
4013,1,0,82,16,65,0,2404,0,0.941,2554,0,0,0,18,5,0,0,0,0,14,0,1,human,tsumetai_akumu,1689284167
12611,0,0,3329,1483,939,1,11784,0,4.347,2711,0,0,0,33,7,0,0,0,0,8,0,2,human,Dalmaa__,1276730142
22921,1,0,113,160,358,0,355,0,0.164,2161,0,0,1,1,1,0,0,0,0,7,2,0,bot,sntel12,2819519334
5228,0,0,4327,16919,762,1,10216,1,2.515,4062,0,0,0,80,8,0,0,3,0,9,0,0,human,MrJCLynch,54038828
31849,0,0,99,138,1864,1,914,0,0.227,4035,0,0,0,29,5,0,0,0,1,10,0,0,human,gercironjr,62088598
14066,1,0,134,1,0,0,242,0,0.216,1118,0,1,0,28,3,0,0,0,0,13,3,0,human,ifoasgzdqx952,890863686969163776
20079,1,0,132,9,0,0,25,0,0.009,2830,0,1,0,87,11,0,0,2,0,15,8,0,bot,Michael90660358,956442030
18588,0,0,2358,47,0,0,3420,0,0.994,3442,1,1,1,0,0,0,0,0,0,15,0,1,bot,cleyson_oliveir,268041710
15077,0,0,28,874,1617,1,12088,0,2.487,4861,0,0,0,20,1,0,0,0,0,7,0,0,bot,uramoty,5611312
30145,0,0,2169,0,0,0,2196,0,0.764,2875,0,1,0,50,10,0,0,0,1,14,4,0,bot,guennake07u61d,862664347
5710,0,0,252,1680,4124,1,7026,0,2.016,3485,0,0,0,98,12,0,0,0,0,13,2,0,human,mywalkabout40,246456146
3331,0,0,821,49,0,1,1707,0,0.502,3403,0,0,0,9,2,0,0,0,2,9,4,1,human,Jake_0125,288119665
8043,0,0,1756,393,281,0,35380,0,10.773,3284,0,1,0,19,2,1,0,0,0,12,0,1,human,Jen_Emiliana,359980404
36667,0,0,4916,243,0,1,18269,0,5.439,3359,0,0,0,11,2,0,0,0,0,12,0,0,human,emilysalcido,313518528
10473,1,0,93,14,35,0,1439,0,0.536,2687,1,0,1,0,0,0,0,0,0,8,0,1,bot,Marc_NCA,1343037642
10904,0,0,10972,340,468,1,15992,0,6.328,2527,0,0,0,149,16,5,0,14,0,12,2,0,human,Amberwatts30,1877708802
22407,0,0,31194,2326418,607,1,1168,1,0.309,3774,0,0,0,141,17,2,0,0,0,7,0,0,human,YosStoP,134899017
13790,0,1,23,93,0,0,840,0,0.262,3200,1,1,1,0,0,0,0,0,0,14,0,0,human,lucilleverrier,412712086
13060,0,0,13357,33622,741,1,9298,1,2.22,4188,0,0,0,135,22,3,1,0,0,11,1,0,human,Shoshannah7,22374417
26133,1,0,39290,25009,23965,1,8887,0,4.727,1880,0,0,0,124,17,0,3,4,0,8,0,1,human,RedaMor_,3347237649
501,0,0,3116,1001,259,1,2440,0,0.693,3522,0,0,0,144,14,0,0,15,0,11,0,0,bot,JonahBokaer,231214259
15948,1,0,9468,423,1067,0,2752,0,2.248,1224,0,1,0,76,13,0,2,8,0,13,0,0,human,GirlAndHerPig,852260058272604160
13565,1,0,5402,431,2731,1,74878,0,41.21,1817,0,0,0,38,6,0,0,0,0,10,0,0,bot,realmaciej,3474290248
28192,1,0,2185,43,0,0,3031,0,0.936,3239,0,0,0,142,28,0,0,3,0,13,2,0,bot,NerdAtHeart99,386335338
6084,0,0,2787,271,445,1,8575,0,2.48,3458,0,0,0,55,12,0,0,0,0,12,2,0,bot,carlyhorse30,259303903
16295,0,0,43987,17239,3713,1,35969,1,12.382,2905,0,0,0,77,8,0,0,1,0,10,0,0,human,RobynElyse,803061715
13529,1,1,6397,31,14,0,4626,0,3.677,1258,0,0,0,41,7,0,0,0,0,15,8,0,bot,WeiChen05082016,839925441347452928
5502,0,0,2596,37,47,1,3769,0,0.938,4016,0,0,0,123,23,0,0,5,0,9,2,0,bot,tittina72,67429253
24257,1,0,2085,565,556,1,27454,0,8.203,3347,0,1,0,50,10,0,0,0,0,11,1,0,human,lastkingsx3,320771933
12069,0,0,6520,7355,2451,1,15747,0,9.214,1709,0,0,0,36,5,0,0,0,0,10,0,0,human,InsideETFs,4560079812
14445,0,0,4,304599,541,1,12268,0,2.99,4103,1,1,1,0,0,0,0,0,0,14,0,0,human,franciniamaral,42569255
29014,0,0,7795,5183711,4731,1,44987,1,12.09,3721,0,0,0,65,8,2,0,0,0,7,0,0,human,DONOMAR,154605679
11228,1,0,2301,20,0,0,3161,0,1.364,2317,0,0,0,24,5,0,0,0,1,13,0,0,bot,gabitorreslol,2486777207
17584,0,0,56535,147804,132589,0,52948,0,15.824,3346,0,0,0,159,22,0,0,0,0,11,0,0,human,ChrisJZullo,321774180
6568,0,0,43226,1412,1475,0,122685,0,32.891,3730,0,0,0,32,2,0,0,0,0,10,0,0,bot,DateConchi,151041505
25026,0,0,3364,28879,168,1,2432,0,0.579,4197,1,0,1,0,0,0,0,0,0,9,0,1,human,Phil_Haus,21408892
20169,1,0,4780,862,1107,1,19973,0,5.266,3793,1,0,1,0,0,0,0,0,0,10,0,0,human,creamosdgm,128329717
16955,0,0,8051,911262,1452,0,5320,1,1.507,3531,0,0,0,77,13,0,0,0,0,10,0,0,human,emmykinney,228184292
2310,0,0,17086,2313,1856,0,27177,1,6.571,4136,0,0,0,159,23,1,0,2,1,5,0,0,human,nivie,34356916
5985,1,0,5,900064,385,0,53568,1,14.213,3769,1,0,1,0,0,0,0,0,0,14,2,0,human,4eversinging4u,136881984
577,0,0,4901,1339449,74,1,4043,1,1.286,3145,0,0,0,79,11,1,0,0,3,13,0,0,human,UranRigoberto,458755731
27691,0,0,32635,953,1088,1,29319,0,7.248,4045,0,0,0,123,20,0,1,3,0,11,2,0,human,JRobinson19,59176333
13816,0,0,1677,319336,732,1,40487,1,12.053,3359,0,0,0,147,4,0,0,0,0,15,3,0,human,arimorokoshi415,313359626
19762,1,0,1228,2,10,0,1804,0,0.615,2932,1,1,1,0,0,0,0,0,0,9,0,0,bot,kekebaoer,746724356
35317,1,0,8508,4260168,263,1,4448,1,2.833,1570,0,0,0,48,5,0,0,0,0,15,0,0,human,MsKajalAggarwal,727050288310296576
21431,0,0,1525,9,122,1,1868,0,0.749,2494,1,1,1,0,0,0,0,0,0,10,0,0,bot,lovejaypop,1974880903
17059,1,0,8370,387,456,1,4128,0,1.611,2563,0,0,0,88,11,0,0,0,0,10,0,0,human,drkristinb,1666569266
32182,0,0,901,4870698,103,1,6350,1,1.521,4176,0,0,0,81,17,0,0,3,0,12,0,0,human,manuginobili,24342206
16938,0,0,1541,71,253,0,3324,0,0.798,4164,0,0,0,22,5,0,0,0,0,11,1,0,human,K8tlynDunne,26595429
10637,0,0,103,291,270,0,268,0,0.183,1467,0,0,0,137,22,0,0,0,0,10,0,0,human,RockMedics,764117427093319680
28234,0,0,26876,1652,361,0,22838,0,5.06,4513,0,0,0,65,7,0,3,0,1,8,0,0,human,jhcmarie,14353369
30818,0,0,156,1552141,831,0,11957,1,2.985,4006,0,0,0,58,14,0,0,0,0,12,0,0,human,ReemAbdullah,70207609
6312,0,0,131,760769,694589,1,10746,0,3.423,3139,0,0,0,109,18,0,0,0,0,9,1,1,human,ant_al5ir,463777608
8627,0,0,582,2504855,148,1,471571,1,115.808,4072,0,0,0,112,9,0,0,3,0,10,2,0,human,NationTV22,50916567
10795,0,0,3,91341,0,0,8,0,0.003,2844,0,1,1,22,1,0,0,0,0,10,0,0,human,LXXSXXHKKK,926230922
31235,1,0,346,0,21,0,346,0,0.245,1412,0,1,0,13,2,0,0,0,0,15,0,0,bot,leonidkjfkozlov,784294907766796288
22843,1,0,1202,650163,354,1,921,1,0.236,3901,0,1,0,25,3,0,0,0,0,15,0,0,human,nalbandiandavid,96629035
9932,0,0,2768,158,0,1,4299,0,1.305,3295,1,1,1,0,0,0,0,0,0,11,2,0,bot,MBancroft96,353177992
28343,0,0,2241,22,0,0,3161,0,0.761,4152,0,0,0,55,9,0,0,1,0,8,0,0,bot,KathariK,29296252
31120,1,0,101,1,0,0,26,0,0.01,2732,0,1,0,59,9,0,0,0,1,12,0,0,bot,pudvigsudson,1216565576
3926,1,0,372,1,0,0,775,0,0.544,1424,0,1,0,96,13,0,0,0,0,15,4,0,human,Shawndagill1777,779700952009940992
937,0,0,3521,2007,357,1,11540,1,3.723,3100,0,0,0,118,21,0,2,1,0,13,1,0,human,CaitlinMyNBC5,499914913
15554,0,0,652,19240,3462,1,56345,0,16.394,3437,0,0,0,152,21,0,1,1,0,12,0,0,human,SurvivorJane,270380109
13783,0,0,24454,1128,188,0,46789,0,13.41,3489,0,0,0,78,9,0,0,0,0,12,0,0,human,JacobofSachs,244677736
4734,0,0,6289,209926,204,1,7732,0,2.359,3277,0,0,0,89,9,2,0,9,0,15,0,1,human,melissa_paredes,364675867
26618,0,0,772,77,249,1,1087,0,0.282,3856,1,1,1,0,0,0,0,0,0,10,0,0,bot,turkeiland,108976158
11904,0,0,2161,108004,342,1,7403,1,1.964,3769,0,0,1,23,1,0,0,3,0,8,0,0,human,asimjofa,136660719
15404,1,0,2190,57,56,1,447,0,0.22,2034,1,1,1,0,0,0,0,0,0,10,2,0,human,LHoening11,2995103651
8027,0,0,1767,18,0,1,2231,0,1.127,1980,1,0,1,0,0,0,0,0,0,9,2,0,bot,SLuckey84,3096501452
17640,0,0,23472,1331,573,1,29502,0,10.846,2720,0,0,0,90,19,0,0,2,0,7,0,1,human,c_lazet,1253172344
12556,1,0,395,0,0,0,588,0,0.167,3516,1,0,1,0,0,0,0,0,0,10,0,0,bot,liaoliaohy,233134569
22438,1,0,509,843,115,0,2361,0,0.678,3484,0,0,0,19,4,0,0,0,0,13,0,0,human,NaristeAlieva,246834751
34329,0,0,4698,1897172,360,0,2200,1,0.711,3095,0,0,0,38,6,0,0,0,0,6,2,0,human,MR11ok,505915529
35857,0,0,4699,1536,517,1,205,0,0.049,4189,0,0,0,10,2,0,0,0,0,13,0,1,human,matt_darduini,22270880
2977,0,0,4951,1126,841,1,5698,0,1.358,4196,0,0,0,157,27,2,0,3,0,7,0,0,human,kbliebs,21516685
17356,1,0,605,55,148,0,8624,0,3.042,2835,1,0,1,0,0,0,0,0,0,5,1,0,human,N9HCR,946986068
1728,0,0,4065,1934577,496,1,15441,1,4.123,3745,0,1,0,15,2,0,0,0,1,15,0,0,human,cinthifernandez,145239732
8860,1,0,1848,22,42,1,2732,0,0.723,3779,1,0,1,0,0,0,0,0,0,13,6,0,bot,frankie091974,132969447
17645,0,0,8659,49,70,1,6196,0,1.525,4063,1,1,1,0,0,0,0,0,0,11,0,0,human,fattieliver,53863574
36878,0,0,1590,5,0,0,2289,0,0.57,4019,0,0,0,33,9,0,0,0,0,7,0,0,bot,xorirot,66580529
5626,1,0,422,774,1275,1,2314,0,0.614,3768,0,0,0,100,13,0,0,0,0,12,4,0,human,mccarthy1688,137141362
2769,0,0,1621,627,375,0,68051,0,16.618,4095,0,1,0,70,13,0,0,0,0,8,2,1,human,Will_H86,44321730
13649,0,0,5,490270,243,0,2045,1,0.531,3850,0,0,0,9,2,0,0,0,0,11,0,0,human,BeePrinsloo,110721158
5371,0,0,6726,186,0,0,8756,0,3.086,2837,0,0,0,17,3,0,0,0,0,10,0,2,bot,_samwolfe_,942188942
23016,0,0,331,558,514,1,3445,0,1.015,3394,0,0,0,143,23,0,0,4,0,11,0,0,human,WHNanniesDC,293238259
12566,1,0,1372,48,616,0,2079,0,0.628,3311,0,1,0,29,5,0,0,0,0,11,0,1,bot,King_Calmly,342710805
1243,0,0,657,15257882,96,0,7503,1,1.851,4054,1,1,1,0,0,0,0,0,0,12,0,0,human,shahidkapoor,56631494
3924,1,0,1857,8,0,0,2668,0,0.928,2875,1,1,1,0,0,0,0,0,0,8,1,0,bot,Think5br,861432805
18561,1,0,51586,205,154,0,18588,0,8.472,2194,0,1,0,93,18,0,0,0,0,8,0,1,human,juju_bad,2738486610
178,0,0,340,28,407,0,163,0,0.044,3675,0,0,1,4,1,0,0,0,0,9,1,0,bot,xlPowerS2,171705488
1085,0,0,0,296,206,0,285,0,0.091,3143,0,0,0,31,4,0,0,0,0,9,0,0,bot,ultramold,460332176
13486,0,0,0,6701,0,0,48514,0,23.805,2038,0,1,0,126,18,1,0,12,0,12,0,0,bot,AndromedaBot,2990633947
5073,1,1,20,13,0,0,104,0,0.032,3217,1,1,1,0,0,0,0,0,0,11,2,0,human,MsGelicia88,400329963
19527,0,0,61,180759,468,0,42341,1,9.937,4261,0,0,0,69,7,0,0,1,1,9,0,0,human,macpowell,18224555
7060,0,0,38,48,57,1,5010,0,1.602,3127,1,0,1,0,0,0,0,0,0,13,0,0,human,milenaivanowa,475316805
27891,0,0,54133,58161,536,1,2884,1,0.856,3369,0,0,0,134,17,0,0,1,0,11,0,0,human,MarkyRamone,307690179
6669,0,0,2752,225,664,1,5599,0,1.382,4050,0,0,0,67,10,0,0,0,0,14,0,0,bot,BabySchumacher,57739691
10386,0,0,975,716529,456,0,4795,1,1.556,3082,0,0,0,149,29,0,0,4,0,14,2,0,human,hidoturkoglu15,521739932
